snapshot,DE0 2,DE0 9,DE0 A,DE0 E
2013-10-11 13:00:00,24798.584960438435,12193.925893358213,22596.653372874393,10310.835773328958
2013-10-11 14:00:00,24417.692034885225,12006.633750886784,22249.58093206228,10152.46688216572
2013-10-11 15:00:00,24387.67283337075,11991.87275064305,22222.227214411243,10139.985401574952
2013-10-11 16:00:00,24905.016655547613,12246.260339252454,22693.63471782235,10355.088287377579
2013-10-11 17:00:00,25243.025022713256,12412.465345994902,23001.630432987473,10495.62649830437
2013-10-11 18:00:00,23590.01992673931,11599.651966771615,21495.40000746493,9808.334699024146
2013-10-11 19:00:00,22195.10197064364,10913.744838962471,20224.340485811677,9228.351204582215
2013-10-11 20:00:00,20939.753750087857,10296.46674844897,19080.457935762657,8706.398465700515
2013-10-11 21:00:00,19354.97413790297,9517.201109739484,17636.395073866723,8047.473678490825
2013-10-11 22:00:00,17752.6507863003,8729.308887751391,16176.34622732206,7381.254498626253
2013-10-11 23:00:00,16934.72516063401,8327.11963051899,15431.046369388321,7041.174739458683
2013-10-12 00:00:00,16356.953111606252,8043.018357791626,14904.57622033572,6800.946810266401
2013-10-12 01:00:00,16264.166491968546,7997.393449533256,14820.028368716814,6762.367689781383
2013-10-12 02:00:00,16382.683860829688,8055.6706462069415,14928.022268654762,6811.645224308606
2013-10-12 03:00:00,16486.38654084457,8106.6631845740085,15022.516914936912,6854.763059644508
2013-10-12 04:00:00,17016.20586059535,8367.185207593351,15505.292183677439,7075.053048133857
2013-10-12 05:00:00,18175.648551642713,8937.304763801181,16561.784908448084,7557.129876108021
2013-10-12 06:00:00,19275.832593736734,9478.285739116985,17564.280715576868,8014.567951569408
2013-10-12 07:00:00,20403.306822250936,10032.685807149348,18591.643541690875,8483.352828908843
2013-10-12 08:00:00,21186.924794111717,10418.005352309601,19305.682012641595,8809.168040937086
2013-10-12 09:00:00,21550.27401572438,10596.670928947238,19636.7685011321,8960.242554196282
2013-10-12 10:00:00,21510.118472431102,10576.92570074543,19600.178474150915,8943.546552672555
2013-10-12 11:00:00,20783.030169906597,10219.402846394845,18937.65025450336,8641.235429195202
2013-10-12 12:00:00,20120.658546524013,9893.702387990636,18334.092349829283,8365.832415656065
2013-10-12 13:00:00,19740.545339569173,9706.793647669827,17987.730394350256,8207.787718410746
2013-10-12 14:00:00,19628.265754972217,9651.583685645926,17885.42040940413,8161.103749977722
2013-10-12 15:00:00,20213.835025460907,9939.518997324316,18418.995444114735,8404.573633100043
2013-10-12 16:00:00,20934.685579198453,10293.974634469932,19075.83978109758,8704.291205234034
2013-10-12 17:00:00,21280.88099164698,10464.205363793903,19391.295592260132,8848.233452298986
2013-10-12 18:00:00,19805.651913487516,9738.807762136328,18047.055984317398,8234.857940058759
2013-10-12 19:00:00,18568.62711547066,9130.539639607241,16919.869871923078,7720.523772999022
2013-10-12 20:00:00,18112.881168996708,8906.440873231359,16504.590806807326,7531.032250964606
2013-10-12 21:00:00,16901.197225426873,8310.633320597462,15400.49546773839,7027.234386237275
2013-10-12 22:00:00,15570.21626535199,7656.165204028887,14187.695808052646,6473.834822566478
2013-10-12 23:00:00,14682.895613476321,7219.853120501566,13379.162690819778,6104.901775202333
2013-10-13 00:00:00,14382.70363380885,7072.243135509062,13105.625546636576,5980.086984045512
2013-10-13 01:00:00,14284.069160160603,7023.742728565849,13015.74908734662,5939.07642392693
2013-10-13 02:00:00,14395.17916686,7078.377587363817,13116.993344293112,5985.2741014830735
2013-10-13 03:00:00,14463.014755872638,7111.733609357493,13178.805632926063,6013.479001843808
2013-10-13 04:00:00,14470.032223257966,7115.184228713083,13185.20000092386,6016.396747105088
2013-10-13 05:00:00,15076.264036603452,7413.279697382935,13737.602896961314,6268.457769052295
2013-10-13 06:00:00,16129.664927318056,7931.256526216652,14697.469551777662,6706.444194687634
2013-10-13 07:00:00,17236.476577498222,8475.496419812736,15706.004484237701,7166.637918451344
2013-10-13 08:00:00,18366.289961807528,9031.04669429696,16735.49876635097,7636.395377544538
2013-10-13 09:00:00,19625.14688057874,9650.050077043441,17882.578468071777,8159.806974306041
2013-10-13 10:00:00,19638.791991527443,9656.759632124129,17895.011993727945,8165.480382620483
2013-10-13 11:00:00,18852.055109795947,9269.906460916573,17178.131549117756,7838.368380169721
2013-10-13 12:00:00,18299.23409139326,8998.074074453905,16674.39696305111,7608.514671101725
2013-10-13 13:00:00,17974.87083517632,8838.578622792144,16378.834773542156,7473.649868489377
2013-10-13 14:00:00,17768.245193744926,8736.97694820863,16190.555966310949,7387.738391735495
2013-10-13 15:00:00,17970.582382885288,8836.469910963728,16374.927104210168,7471.866801940816
2013-10-13 16:00:00,19119.498872854656,9401.413538138171,17421.828276984113,7949.567012023055
2013-10-13 17:00:00,20168.61127580099,9917.281637698656,18377.78723014136,8385.770356358995
2013-10-13 18:00:00,19247.76272419542,9464.483261694622,17538.703243585674,8002.896970524282
2013-10-13 19:00:00,18480.128983601222,9087.023460622104,16839.229721963275,7683.727733813404
2013-10-13 20:00:00,18214.24465773925,8956.283187701747,16596.95396476309,7573.1774897959085
2013-10-13 21:00:00,17084.82116820636,8400.92463173765,15567.814957643479,7103.5821424125115
2013-10-13 22:00:00,16130.83450521561,7931.831629442583,14698.535279777294,6706.930485564514
